"open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume","symbol"
2019-11-29 17:00:00,224.84,225.87,223.91,224.09,1028.02834,2019-11-29 17:29:59.999,231416.6077322,616,426.40956,95992.4045994,"BCHUSDT"
2019-11-29 17:30:00,224.09,225.55,220.38,224.5,5130.22599,2019-11-29 17:59:59.999,1144256.0888497,2493,2469.97984,550442.5961364,"BCHUSDT"
2019-11-29 18:00:00,224.49,225.29,223.37,224.49,1251.57935,2019-11-29 18:29:59.999,280937.6083498,753,570.26593,128038.4280104,"BCHUSDT"
2019-11-29 18:30:00,224.48,225.5,223,224.65,1690.40242,2019-11-29 18:59:59.999,378504.7625538,797,761.76401,170579.3448208,"BCHUSDT"
2019-11-29 19:00:00,224.42,226.49,224.33,225.03,5023.99467,2019-11-29 19:29:59.999,1131721.0085826,1915,2607.41823,587453.0997779,"BCHUSDT"
2019-11-29 19:30:00,225.17,226,224,224.42,1568.0341,2019-11-29 19:59:59.999,352778.987538,1003,721.95703,162425.8927373,"BCHUSDT"
2019-11-29 20:00:00,224.42,225.48,224.22,225.26,1936.12857,2019-11-29 20:29:59.999,435616.5158847,835,500.40247,112547.6406493,"BCHUSDT"
2019-11-29 20:30:00,225.36,225.92,224.68,224.98,1481.11392,2019-11-29 20:59:59.999,333619.5341548,607,813.45429,183238.835757,"BCHUSDT"
2019-11-29 21:00:00,224.95,226.09,224.52,225.81,909.08095,2019-11-29 21:29:59.999,204801.584214,590,487.77238,109916.8652463,"BCHUSDT"
2019-11-29 21:30:00,225.9,226.34,224.04,224.1,976.57954,2019-11-29 21:59:59.999,219495.1431123,688,495.56456,111381.2621134,"BCHUSDT"
2019-11-29 22:00:00,224.14,224.65,223.5,224.48,378.24264,2019-11-29 22:29:59.999,84754.4243454,348,163.24429,36584.6816968,"BCHUSDT"
2019-11-29 22:30:00,224.52,225.11,224.14,224.56,903.13031,2019-11-29 22:59:59.999,202827.0494822,339,709.3975,159307.2144009,"BCHUSDT"
2019-11-29 23:00:00,224.64,224.73,223.86,224.36,1941.46108,2019-11-29 23:29:59.999,435355.3857649,295,1639.67431,367635.5667822,"BCHUSDT"
2019-11-29 23:30:00,224.36,224.85,224.03,224.56,789.80001,2019-11-29 23:59:59.999,177287.1753073,317,377.74203,84794.1410537,"BCHUSDT"
2019-11-30 00:00:00,224.47,224.8,224.35,224.58,160.4035,2019-11-30 00:29:59.999,36013.136474,106,94.37253,21182.7317953,"BCHUSDT"
2019-11-30 00:30:00,224.52,224.64,223.77,224.11,670.5853,2019-11-30 00:59:59.999,150334.3375829,377,389.83831,87407.6032571,"BCHUSDT"
2019-11-30 01:00:00,224.15,224.26,223.37,223.65,421.34201,2019-11-30 01:29:59.999,94325.3197691,234,297.79509,66673.4147662,"BCHUSDT"
2019-11-30 01:30:00,223.57,224.01,223.29,223.37,253.49132,2019-11-30 01:59:59.999,56698.3933443,161,87.24203,19508.0623195,"BCHUSDT"
2019-11-30 02:00:00,223.48,224.29,223.44,224.03,602.22546,2019-11-30 02:29:59.999,134822.4586348,322,304.07178,68072.466422,"BCHUSDT"
2019-11-30 02:30:00,224.06,224.11,223.29,223.6,1822.11923,2019-11-30 02:59:59.999,407715.9730013,415,322.38824,72124.3246361,"BCHUSDT"
2019-11-30 03:00:00,223.48,223.49,222.48,222.9,455.20085,2019-11-30 03:29:59.999,101524.9382445,338,194.86334,43479.72401,"BCHUSDT"
2019-11-30 03:30:00,222.79,223.35,222.76,222.81,379.38678,2019-11-30 03:59:59.999,84610.6515943,243,228.03916,50868.4070715,"BCHUSDT"
2019-11-30 04:00:00,222.8,223.46,222.75,223.3,137.44116,2019-11-30 04:29:59.999,30657.2191595,137,67.00177,14943.9673978,"BCHUSDT"
2019-11-30 04:30:00,223.29,223.68,222.87,223.43,624.8865,2019-11-30 04:59:59.999,139508.0893279,353,257.20943,57435.5006596,"BCHUSDT"
2019-11-30 05:00:00,223.63,224.19,223.1,224,775.91119,2019-11-30 05:29:59.999,173555.3741633,446,358.29983,80176.9539113,"BCHUSDT"
2019-11-30 05:30:00,223.89,223.99,223.58,223.67,1115.94602,2019-11-30 05:59:59.999,249761.2604912,377,586.47612,131286.4063292,"BCHUSDT"
2019-11-30 06:00:00,223.74,224.67,223.5,224.12,2360.98175,2019-11-30 06:29:59.999,528811.7480391,607,1829.7385,409857.5057593,"BCHUSDT"
2019-11-30 06:30:00,223.97,224.5,223.86,224.08,577.93655,2019-11-30 06:59:59.999,129507.1049519,238,400.13208,89662.4087585,"BCHUSDT"
2019-11-30 07:00:00,224.11,224.3,223.5,223.81,469.88138,2019-11-30 07:29:59.999,105206.8437138,222,280.28174,62753.0677961,"BCHUSDT"
2019-11-30 07:30:00,223.66,223.92,223.09,223.71,318.41672,2019-11-30 07:59:59.999,71191.9823564,187,81.78959,18287.8278859,"BCHUSDT"
2019-11-30 08:00:00,223.77,223.94,223,223.3,866.4911,2019-11-30 08:29:59.999,193395.3929798,276,406.08552,90624.5565346,"BCHUSDT"
2019-11-30 08:30:00,223.18,223.37,222.69,223,553.2183,2019-11-30 08:59:59.999,123347.5837839,243,198.27329,44207.2871226,"BCHUSDT"
2019-11-30 09:00:00,222.99,224.27,222.99,224.27,522.23223,2019-11-30 09:29:59.999,116765.5088465,294,328.95066,73569.453578,"BCHUSDT"
2019-11-30 09:30:00,224.22,224.22,222.97,223.33,316.18066,2019-11-30 09:59:59.999,70607.465959,275,175.66184,39229.1440351,"BCHUSDT"
2019-11-30 10:00:00,223.21,223.66,223.02,223.38,371.40181,2019-11-30 10:29:59.999,82924.9859272,165,143.36768,32021.9953487,"BCHUSDT"
2019-11-30 10:30:00,223.26,223.83,223.2,223.61,526.58878,2019-11-30 10:59:59.999,117697.0183301,215,241.63981,54025.3861154,"BCHUSDT"
2019-11-30 11:00:00,223.61,223.93,223.45,223.65,238.9726,2019-11-30 11:29:59.999,53459.4574025,128,108.09139,24180.3714213,"BCHUSDT"
2019-11-30 11:30:00,223.59,223.81,222.98,223.21,337.94508,2019-11-30 11:59:59.999,75454.3476484,172,138.3353,30893.567996,"BCHUSDT"
2019-11-30 12:00:00,223.14,223.39,222.83,223.16,1922.62395,2019-11-30 12:29:59.999,428952.1850897,373,1742.70877,388817.7923621,"BCHUSDT"
2019-11-30 12:30:00,222.93,223.27,222.58,223.14,934.27831,2019-11-30 12:59:59.999,208204.2643433,316,754.93572,168231.2100546,"BCHUSDT"
2019-11-30 13:00:00,223.11,223.48,222.91,223.48,566.67959,2019-11-30 13:29:59.999,126446.4494498,262,248.58877,55472.7460671,"BCHUSDT"
2019-11-30 13:30:00,223.39,223.71,223.18,223.54,247.55303,2019-11-30 13:59:59.999,55322.8853656,156,82.15029,18350.809394,"BCHUSDT"
2019-11-30 14:00:00,223.58,223.65,222.95,223.04,134.07841,2019-11-30 14:29:59.999,29954.2944651,141,63.38216,14157.8883032,"BCHUSDT"
2019-11-30 14:30:00,222.96,223.07,222.51,222.71,645.24983,2019-11-30 14:59:59.999,143771.0849702,285,409.80122,91304.6798498,"BCHUSDT"
2019-11-30 15:00:00,222.64,222.91,220.2,220.84,4229.62177,2019-11-30 15:29:59.999,934278.5726382,1220,1055.65294,233410.5718975,"BCHUSDT"
2019-11-30 15:30:00,220.75,223.62,220,221.99,4978.76678,2019-11-30 15:59:59.999,1105029.8123655,2008,2632.12291,584297.6328,"BCHUSDT"
2019-11-30 16:00:00,222.02,222.02,220.64,221.7,888.28109,2019-11-30 16:29:59.999,196573.6632785,464,420.42879,93044.0223928,"BCHUSDT"
2019-11-30 16:30:00,221.64,221.76,219.89,220.05,1090.0661,2019-11-30 16:59:59.999,240333.5489796,428,332.06206,73245.507924,"BCHUSDT"
2019-11-30 17:00:00,220,221.08,219.82,219.97,1016.69208,2019-11-30 17:29:59.999,224093.154555,450,683.34471,150626.7017922,"BCHUSDT"
2019-11-30 17:30:00,219.97,221.79,219.61,221.45,890.13711,2019-11-30 17:59:59.999,196433.9843565,368,562.65689,124187.045341,"BCHUSDT"
2019-11-30 18:00:00,221.58,222.12,221.2,221.48,1008.21887,2019-11-30 18:29:59.999,223467.9068643,300,699.319,155029.6728985,"BCHUSDT"
2019-11-30 18:30:00,221.44,221.7,220.6,220.98,665.91103,2019-11-30 18:59:59.999,147268.3986049,211,374.9955,82948.1890014,"BCHUSDT"
2019-11-30 19:00:00,220.93,220.93,219.39,219.6,1123.53117,2019-11-30 19:29:59.999,247334.8905204,429,355.91607,78350.6645109,"BCHUSDT"
2019-11-30 19:30:00,219.68,220.07,216.93,218.3,2604.16349,2019-11-30 19:59:59.999,568221.7549154,1215,1172.50755,255843.4401447,"BCHUSDT"
2019-11-30 20:00:00,218.07,218.74,217.71,217.95,1616.72121,2019-11-30 20:29:59.999,352864.2813174,511,1210.1517,264140.8520454,"BCHUSDT"
2019-11-30 20:30:00,217.88,219,216.87,218.88,1067.75577,2019-11-30 20:59:59.999,232424.0318632,476,470.35009,102425.7029107,"BCHUSDT"
2019-11-30 21:00:00,218.89,219.18,216.96,217.64,1895.06413,2019-11-30 21:29:59.999,412638.5995519,741,709.40638,154348.9641026,"BCHUSDT"
2019-11-30 21:30:00,217.45,219.12,216.71,218.85,2792.95385,2019-11-30 21:59:59.999,609865.2915552,746,792.8851,172832.5440218,"BCHUSDT"
2019-11-30 22:00:00,218.9,218.9,217.6,218.62,648.13545,2019-11-30 22:29:59.999,141338.6742975,265,177.83136,38764.3909458,"BCHUSDT"
2019-11-30 22:30:00,218.5,218.57,217.19,217.3,447.86775,2019-11-30 22:59:59.999,97533.8752853,220,48.00999,10458.1358982,"BCHUSDT"
2019-11-30 23:00:00,217.33,217.53,214.41,215.63,3188.84164,2019-11-30 23:29:59.999,687751.2960507,1584,1566.62557,337875.5944604,"BCHUSDT"
2019-11-30 23:30:00,215.62,216.8,215.46,216.57,517.06876,2019-11-30 23:59:59.999,111795.5310615,332,283.77866,61351.0349046,"BCHUSDT"
2019-12-01 00:00:00,216.62,216.7,215.58,215.73,518.57295,2019-12-01 00:29:59.999,112170.3913212,190,293.23625,63440.7816448,"BCHUSDT"
2019-12-01 00:30:00,215.79,216.44,215.34,216.04,588.443,2019-12-01 00:59:59.999,127020.0463088,290,349.65684,75477.0712233,"BCHUSDT"
2019-12-01 01:00:00,216.06,216.19,215.61,215.67,172.37118,2019-12-01 01:29:59.999,37224.6516889,91,106.13629,22915.3722371,"BCHUSDT"
2019-12-01 01:30:00,215.54,217.08,215.41,216.17,306.11393,2019-12-01 01:59:59.999,66177.4523963,176,160.24279,34633.4242942,"BCHUSDT"
2019-12-01 02:00:00,216.09,216.59,215.72,216.56,296.30946,2019-12-01 02:29:59.999,64074.2221215,174,198.39159,42898.6215189,"BCHUSDT"
2019-12-01 02:30:00,216.46,217.25,216.46,217.12,218.20833,2019-12-01 02:59:59.999,47302.1634544,106,83.69848,18146.0927276,"BCHUSDT"
2019-12-01 03:00:00,217.09,217.29,216.73,217.15,196.22969,2019-12-01 03:29:59.999,42586.0589752,106,103.242,22404.1851183,"BCHUSDT"
2019-12-01 03:30:00,217.23,217.8,216.9,217.45,635.05493,2019-12-01 03:59:59.999,138030.4830951,269,323.63004,70334.2493336,"BCHUSDT"
2019-12-01 04:00:00,217.27,217.27,216.33,216.68,206.83607,2019-12-01 04:29:59.999,44840.9500958,136,107.70016,23350.2429189,"BCHUSDT"
2019-12-01 04:30:00,216.69,217.06,216.43,216.96,385.89588,2019-12-01 04:59:59.999,83625.877109,183,209.91106,45495.503306,"BCHUSDT"
2019-12-01 05:00:00,216.92,217.49,216.89,217.45,401.69054,2019-12-01 05:29:59.999,87237.4073682,173,284.00327,61674.1287748,"BCHUSDT"
2019-12-01 05:30:00,217.43,217.45,215.42,215.54,846.21903,2019-12-01 05:59:59.999,183046.268767,393,409.87423,88647.1412763,"BCHUSDT"
2019-12-01 06:00:00,215.52,216.56,215.01,215.49,702.26232,2019-12-01 06:29:59.999,151569.3215725,330,496.63625,107201.5776319,"BCHUSDT"
2019-12-01 06:30:00,215.41,215.93,213.5,213.92,1140.50929,2019-12-01 06:59:59.999,244593.0796756,646,514.78331,110475.5057049,"BCHUSDT"
2019-12-01 07:00:00,213.79,215.01,213.32,214.19,1337.56765,2019-12-01 07:29:59.999,286107.5842348,680,945.18288,202162.5010172,"BCHUSDT"
2019-12-01 07:30:00,214.22,215.04,212.74,214.44,1440.60605,2019-12-01 07:59:59.999,308160.8261965,567,849.62333,181802.2941074,"BCHUSDT"
2019-12-01 08:00:00,214.59,214.59,211.03,211.52,1981.05849,2019-12-01 08:29:59.999,420769.2729191,883,789.49772,167684.2119366,"BCHUSDT"
2019-12-01 08:30:00,211.31,212.19,210.02,210.46,2279.11119,2019-12-01 08:59:59.999,481216.3881656,889,743.22425,156876.1555021,"BCHUSDT"
2019-12-01 09:00:00,210.57,211.38,210,211.25,1097.17153,2019-12-01 09:29:59.999,231055.9803908,576,625.9463,131826.1514411,"BCHUSDT"
2019-12-01 09:30:00,211.25,211.91,210.72,211.56,655.73681,2019-12-01 09:59:59.999,138642.862231,331,370.97207,78445.6677735,"BCHUSDT"
2019-12-01 10:00:00,211.61,213.08,211.15,212.88,715.50918,2019-12-01 10:29:59.999,151809.4774494,394,290.07251,61526.4666962,"BCHUSDT"
2019-12-01 10:30:00,212.72,212.82,211.68,211.8,1383.15171,2019-12-01 10:59:59.999,293380.6434547,317,236.89988,50312.4302559,"BCHUSDT"
2019-12-01 11:00:00,211.9,212.56,211.44,212.36,597.70108,2019-12-01 11:29:59.999,126798.9363169,227,433.7056,92032.010911,"BCHUSDT"
2019-12-01 11:30:00,212.44,212.75,211.81,212.42,582.11654,2019-12-01 11:59:59.999,123628.2656945,200,429.14507,91161.5767705,"BCHUSDT"
2019-12-01 12:00:00,212.28,212.61,211.85,211.98,182.62579,2019-12-01 12:29:59.999,38761.5233233,164,111.04088,23577.4760298,"BCHUSDT"
2019-12-01 12:30:00,212.08,212.57,211.9,212.11,567.58165,2019-12-01 12:59:59.999,120423.4079891,189,381.16135,80849.7900013,"BCHUSDT"
2019-12-01 13:00:00,212.1,212.2,210.82,211.41,726.03709,2019-12-01 13:29:59.999,153520.5897424,339,312.35499,66042.4847364,"BCHUSDT"
2019-12-01 13:30:00,211.3,212.27,210.72,211.59,363.24107,2019-12-01 13:59:59.999,76876.6986734,247,151.46756,32025.2397162,"BCHUSDT"
2019-12-01 14:00:00,211.92,212.09,210.79,211.16,417.4007,2019-12-01 14:29:59.999,88176.7463385,229,150.18811,31736.7473006,"BCHUSDT"
2019-12-01 14:30:00,211.2,211.4,210.35,210.67,580.47379,2019-12-01 14:59:59.999,122465.3713816,229,198.13472,41793.1384488,"BCHUSDT"
2019-12-01 15:00:00,210.53,214.18,209.24,212.22,4239.68582,2019-12-01 15:29:59.999,897773.0718864,1601,2158.4273,457061.1327806,"BCHUSDT"
2019-12-01 15:30:00,212.21,214.02,212.21,213.89,1235.96616,2019-12-01 15:59:59.999,263533.0438497,633,689.57285,147010.5546095,"BCHUSDT"
2019-12-01 16:00:00,213.92,214.36,212.81,213.63,1579.8225,2019-12-01 16:29:59.999,337427.4347397,596,500.08403,106776.4627687,"BCHUSDT"
2019-12-01 16:30:00,213.68,213.89,212.9,213.05,387.65819,2019-12-01 16:59:59.999,82710.7628153,173,148.20026,31611.3829588,"BCHUSDT"
2019-12-01 17:00:00,212.98,212.98,212.24,212.33,310.80482,2019-12-01 17:29:59.999,66078.4025277,203,140.05396,29777.3231305,"BCHUSDT"
2019-12-01 17:30:00,212.37,213.62,212.37,213.04,701.02162,2019-12-01 17:59:59.999,149344.2270447,247,343.39256,73135.045663,"BCHUSDT"
2019-12-01 18:00:00,213.08,214.33,213.08,213.85,566.84282,2019-12-01 18:29:59.999,121164.9153265,280,240.53536,51428.1744847,"BCHUSDT"
2019-12-01 18:30:00,213.85,215.45,213.85,214.21,1433.78112,2019-12-01 18:59:59.999,307873.7078453,599,728.68456,156490.6186028,"BCHUSDT"
2019-12-01 19:00:00,214.16,217.95,214.03,216.55,3641.87598,2019-12-01 19:29:59.999,787021.2678043,1309,2589.56882,559421.6059029,"BCHUSDT"
2019-12-01 19:30:00,216.63,218.18,216.49,216.82,1255.60662,2019-12-01 19:59:59.999,272978.5588457,723,764.87222,166321.4606626,"BCHUSDT"
2019-12-01 20:00:00,216.88,217.47,215.87,216.15,870.12983,2019-12-01 20:29:59.999,188730.8517083,349,528.8234,114732.9079694,"BCHUSDT"
2019-12-01 20:30:00,216.14,216.69,214.55,214.83,1295.81284,2019-12-01 20:59:59.999,279083.1087959,738,542.49481,116841.4627207,"BCHUSDT"
2019-12-01 21:00:00,214.85,214.97,212.07,212.91,2510.83705,2019-12-01 21:29:59.999,534915.2699882,1173,1143.09361,243504.1526548,"BCHUSDT"
2019-12-01 21:30:00,212.9,214.15,212.1,212.84,1164.02715,2019-12-01 21:59:59.999,248265.2688172,903,537.77729,114674.0715061,"BCHUSDT"
2019-12-01 22:00:00,212.73,214.07,212,213.1,876.70668,2019-12-01 22:29:59.999,186653.0090403,774,406.22401,86500.5292786,"BCHUSDT"
2019-12-01 22:30:00,213.1,213.33,211.66,212.68,931.75825,2019-12-01 22:59:59.999,197846.6627436,891,452.15567,96017.025063,"BCHUSDT"
2019-12-01 23:00:00,212.68,213.65,212.24,213.19,364.13066,2019-12-01 23:29:59.999,77532.0236906,445,216.56506,46102.4469526,"BCHUSDT"
2019-12-01 23:30:00,213.36,213.8,212.5,213.66,320.47139,2019-12-01 23:59:59.999,68293.5497015,352,140.75484,29990.7908107,"BCHUSDT"
2019-12-02 00:00:00,213.68,213.8,212.78,213.15,452.70008,2019-12-02 00:29:59.999,96542.5919342,404,208.33485,44422.9671238,"BCHUSDT"
2019-12-02 00:30:00,213.06,213.55,212.75,213.11,471.06306,2019-12-02 00:59:59.999,100427.6143887,446,248.62319,53005.7874317,"BCHUSDT"
2019-12-02 01:00:00,213.04,213.94,213.04,213.49,526.27485,2019-12-02 01:29:59.999,112364.2351973,484,262.31242,55993.2605294,"BCHUSDT"
2019-12-02 01:30:00,213.59,214.09,213.53,213.97,589.32958,2019-12-02 01:59:59.999,126019.5130703,460,209.32756,44774.1969231,"BCHUSDT"
2019-12-02 02:00:00,213.99,214.14,213.58,214.04,338.73993,2019-12-02 02:29:59.999,72465.0032303,268,221.76837,47443.7154922,"BCHUSDT"
2019-12-02 02:30:00,213.98,214.27,213.52,213.94,318.45247,2019-12-02 02:59:59.999,68127.9305443,419,195.3607,41800.0390355,"BCHUSDT"
2019-12-02 03:00:00,213.88,214.39,213.76,214.33,352.46452,2019-12-02 03:29:59.999,75462.1597186,262,183.14275,39212.9876386,"BCHUSDT"
2019-12-02 03:30:00,214.28,214.99,213.79,214.38,867.2697,2019-12-02 03:59:59.999,186053.9215954,607,508.1204,109032.4723206,"BCHUSDT"
2019-12-02 04:00:00,214.37,215.58,214.09,215.03,471.21305,2019-12-02 04:29:59.999,101297.4481539,436,305.57283,65661.742735,"BCHUSDT"
2019-12-02 04:30:00,215.04,216.54,214.96,215.71,393.30437,2019-12-02 04:59:59.999,84832.0593193,456,170.32425,36742.7391533,"BCHUSDT"
2019-12-02 05:00:00,215.69,215.87,214.15,214.36,657.74707,2019-12-02 05:29:59.999,141347.1910349,440,456.18587,98040.5059642,"BCHUSDT"
2019-12-02 05:30:00,214.37,214.96,213.26,213.48,737.69984,2019-12-02 05:59:59.999,157964.4250539,526,230.22594,49285.3955046,"BCHUSDT"
